RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,IDSHPT,SPECINST,TEXTTRX,ORDRNBR,CUSTPO,INVCDESC,DATEINVC,FISCYR,FISCPER,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,AMTDUE,IDSHIPNBR
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,IDDIST,TEXTDESC,AMTEXTN,TAXSTTS1,AMTTAX1,IDACCTREV
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE
5,NU0125027,114,117,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,117,QTY,1
5,NU0125027,114,117,RATE,1700
5,NU0125027,114,117,UNIT,Unit
2,NU0125027,114,118,,Reimbursement/Claim,19.26,1,1.54,3103-321
5,NU0125027,114,118,FV,4.77
5,NU0125027,114,118,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,118,QTY,1
5,NU0125027,114,118,RATE,19.26
5,NU0125027,114,118,UNIT,Unit
2,NU0125027,114,119,,EPF,1105.00,2,0.00,3103-321
5,NU0125027,114,119,FV,273.41
5,NU0125027,114,119,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,119,QTY,1
5,NU0125027,114,119,RATE,1105
5,NU0125027,114,119,UNIT,Unit
2,NU0125027,114,120,,SOCSO,104.15,2,0.00,3103-321
5,NU0125027,114,120,FV,25.77
5,NU0125027,114,120,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,120,QTY,1
5,NU0125027,114,120,RATE,104.15
5,NU0125027,114,120,UNIT,Unit
2,NU0125027,114,121,,EIS,11.90,2,0.00,3103-321
5,NU0125027,114,121,FV,2.94
5,NU0125027,114,121,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,121,QTY,1
5,NU0125027,114,121,RATE,11.9
5,NU0125027,114,121,UNIT,Unit
2,NU0125027,114,122,,Admin Fee,1019.32,1,81.55,3103-321
5,NU0125027,114,122,FV,252.21
5,NU0125027,114,122,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,122,QTY,1
5,NU0125027,114,122,RATE,1019.32
5,NU0125027,114,122,UNIT,Unit
2,NU0125027,114,123,,Med Benefit Reimburse,100.00,1,8.00,3103-321
5,NU0125027,114,123,FV,24.74
5,NU0125027,114,123,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,123,QTY,1
5,NU0125027,114,123,RATE,100
5,NU0125027,114,123,UNIT,Unit
2,NU0125027,114,124,,HRDF,17.50,2,0.00,3103-321
5,NU0125027,114,124,FV,4.33
5,NU0125027,114,124,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125027,114,124,QTY,1
5,NU0125027,114,124,RATE,17.5
5,NU0125027,114,124,UNIT,Unit
3,NU0125027,114,1,20250221,102752.20
4,NU0125027,114,BRANCH,
4,NU0125027,114,CONV,4.0415
4,NU0125027,114,FC,MYR
1,AL0125020,115,300034766,543772,,,1,,,AP-MONTH=01,20250122,2025,01,0,20250221,1,0,SST,1,67.34,5404.35,
2,AL0125020,115,1,S,Sapawi Bin Saidin (Driver),0.00,2,0.00,9999
5,AL0125020,115,1,FV,0.00
5,AL0125020,115,1,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,1,QTY,0
5,AL0125020,115,1,RATE,0
5,AL0125020,115,1,UNIT,
2,AL0125020,115,2,,Normal,2900.00,2,0.00,3103-321
5,AL0125020,115,2,FV,2900.00
5,AL0125020,115,2,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,2,QTY,1
5,AL0125020,115,2,RATE,2900
5,AL0125020,115,2,UNIT,Month
2,AL0125020,115,3,,Over Time 1.5,358.44,2,0.00,3103-321
5,AL0125020,115,3,FV,358.44
5,AL0125020,115,3,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,3,QTY,14.5
5,AL0125020,115,3,RATE,24.72
5,AL0125020,115,3,UNIT,Unit
2,AL0125020,115,4,,Auto Allowance,80.00,2,0.00,3103-321
5,AL0125020,115,4,FV,80.00
5,AL0125020,115,4,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,4,QTY,1
5,AL0125020,115,4,RATE,80
5,AL0125020,115,4,UNIT,Unit
2,AL0125020,115,5,,Meal Allowance,250.00,2,0.00,3103-321
5,AL0125020,115,5,FV,250.00
5,AL0125020,115,5,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,5,QTY,1
5,AL0125020,115,5,RATE,250
5,AL0125020,115,5,UNIT,Unit
2,AL0125020,115,6,,Phone allowance,50.00,2,0.00,3103-321
5,AL0125020,115,6,FV,50.00
5,AL0125020,115,6,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,6,QTY,1
5,AL0125020,115,6,RATE,50
5,AL0125020,115,6,UNIT,Unit
2,AL0125020,115,7,,Reimbursement/Claim,220.00,1,17.60,3103-321
5,AL0125020,115,7,FV,220.00
5,AL0125020,115,7,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,7,QTY,1
5,AL0125020,115,7,RATE,220
5,AL0125020,115,7,UNIT,Unit
2,AL0125020,115,8,,EPF,416.00,2,0.00,3103-321
5,AL0125020,115,8,FV,416.00
5,AL0125020,115,8,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,8,QTY,1
5,AL0125020,115,8,RATE,416
5,AL0125020,115,8,UNIT,Unit
2,AL0125020,115,9,,SOCSO,62.15,2,0.00,3103-321
5,AL0125020,115,9,FV,62.15
5,AL0125020,115,9,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,9,QTY,1
5,AL0125020,115,9,RATE,62.15
5,AL0125020,115,9,UNIT,Unit
2,AL0125020,115,10,,EIS,7.10,2,0.00,3103-321
5,AL0125020,115,10,FV,7.10
5,AL0125020,115,10,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,10,QTY,1
5,AL0125020,115,10,RATE,7.1
5,AL0125020,115,10,UNIT,Unit
2,AL0125020,115,11,,Admin Fee,451.23,1,36.10,3103-321
5,AL0125020,115,11,FV,451.23
5,AL0125020,115,11,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,11,QTY,1
5,AL0125020,115,11,RATE,451.23
5,AL0125020,115,11,UNIT,Unit
2,AL0125020,115,12,,Med Benefit Reimburse,110.00,1,8.80,3103-321
5,AL0125020,115,12,FV,110.00
5,AL0125020,115,12,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,12,QTY,1
5,AL0125020,115,12,RATE,110
5,AL0125020,115,12,UNIT,Unit
2,AL0125020,115,13,,Med Benefit Reimburse,26.65,1,2.13,3103-321
5,AL0125020,115,13,FV,26.65
5,AL0125020,115,13,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,13,QTY,1
5,AL0125020,115,13,RATE,26.65
5,AL0125020,115,13,UNIT,Unit
2,AL0125020,115,14,,HRDF,32.00,2,0.00,3103-321
5,AL0125020,115,14,FV,32.00
5,AL0125020,115,14,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125020,115,14,QTY,1
5,AL0125020,115,14,RATE,32
5,AL0125020,115,14,UNIT,Unit
2,AL0125020,115,15,S,Sapawi Bin Saidin (Driver),0.00,2,0.00,9999
5,AL0125020,115,15,FV,0.00
5,AL0125020,115,15,PERIOD,1 Dec 2024-31 Dec 2024
5,AL0125020,115,15,QTY,0
5,AL0125020,115,15,RATE,0
5,AL0125020,115,15,UNIT,
2,AL0125020,115,16,,Over Time 1.5,333.72,2,0.00,3103-321
5,AL0125020,115,16,FV,333.72
5,AL0125020,115,16,PERIOD,1 Dec 2024-31 Dec 2024
5,AL0125020,115,16,QTY,13.5
5,AL0125020,115,16,RATE,24.72
5,AL0125020,115,16,UNIT,Unit
2,AL0125020,115,17,,SOCSO,5.20,2,0.00,3103-321
5,AL0125020,115,17,FV,5.20
5,AL0125020,115,17,PERIOD,1 Dec 2024-31 Dec 2024
5,AL0125020,115,17,QTY,1
5,AL0125020,115,17,RATE,5.2
5,AL0125020,115,17,UNIT,Unit
2,AL0125020,115,18,,EIS,0.60,2,0.00,3103-321
5,AL0125020,115,18,FV,0.60
5,AL0125020,115,18,PERIOD,1 Dec 2024-31 Dec 2024
5,AL0125020,115,18,QTY,1
5,AL0125020,115,18,RATE,0.6
5,AL0125020,115,18,UNIT,Unit
2,AL0125020,115,19,,Admin Fee,33.92,1,2.71,3103-321
5,AL0125020,115,19,FV,33.92
5,AL0125020,115,19,PERIOD,1 Dec 2024-31 Dec 2024
5,AL0125020,115,19,QTY,1
5,AL0125020,115,19,RATE,33.92
5,AL0125020,115,19,UNIT,Unit
3,AL0125020,115,1,20250221,5404.35
4,AL0125020,115,BRANCH,
4,AL0125020,115,CONV,1
4,AL0125020,115,FC,MYR
1,NU0125028,116,300033926,543773,,,1,,,AP-MONTH=01,20250122,2025,01,0,20250221,1,0,SST,1,115.67,1560.96,
2,NU0125028,116,1,S,Muhammad Zulhelmi Bin Zulkifli (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,1,FV,0.00
5,NU0125028,116,1,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,1,QTY,0
5,NU0125028,116,1,RATE,0
5,NU0125028,116,1,UNIT,
2,NU0125028,116,2,,Reimbursement/Claim,179.70,1,14.38,3103-321
5,NU0125028,116,2,FV,44.46
5,NU0125028,116,2,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,2,QTY,1
5,NU0125028,116,2,RATE,179.7
5,NU0125028,116,2,UNIT,Unit
2,NU0125028,116,3,,Admin Fee,17.97,1,1.44,3103-321
5,NU0125028,116,3,FV,4.45
5,NU0125028,116,3,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,3,QTY,1
5,NU0125028,116,3,RATE,17.97
5,NU0125028,116,3,UNIT,Unit
2,NU0125028,116,4,S,Muhammad Norhakim Bin Zainuddin (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,4,FV,0.00
5,NU0125028,116,4,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,4,QTY,0
5,NU0125028,116,4,RATE,0
5,NU0125028,116,4,UNIT,
2,NU0125028,116,5,,Reimbursement/Claim,179.70,1,14.38,3103-321
5,NU0125028,116,5,FV,44.46
5,NU0125028,116,5,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,5,QTY,1
5,NU0125028,116,5,RATE,179.7
5,NU0125028,116,5,UNIT,Unit
2,NU0125028,116,6,,Admin Fee,17.97,1,1.44,3103-321
5,NU0125028,116,6,FV,4.45
5,NU0125028,116,6,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,6,QTY,1
5,NU0125028,116,6,RATE,17.97
5,NU0125028,116,6,UNIT,Unit
2,NU0125028,116,7,S,Nurull Atikah Binti Jusoh (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,7,FV,0.00
5,NU0125028,116,7,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,7,QTY,0
5,NU0125028,116,7,RATE,0
5,NU0125028,116,7,UNIT,
2,NU0125028,116,8,,Reimbursement/Claim,149.70,1,11.98,3103-321
5,NU0125028,116,8,FV,37.04
5,NU0125028,116,8,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,8,QTY,1
5,NU0125028,116,8,RATE,149.7
5,NU0125028,116,8,UNIT,Unit
2,NU0125028,116,9,,Admin Fee,14.97,1,1.20,3103-321
5,NU0125028,116,9,FV,3.70
5,NU0125028,116,9,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,9,QTY,1
5,NU0125028,116,9,RATE,14.97
5,NU0125028,116,9,UNIT,Unit
2,NU0125028,116,10,S,Ang Kean Heng (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,10,FV,0.00
5,NU0125028,116,10,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,10,QTY,0
5,NU0125028,116,10,RATE,0
5,NU0125028,116,10,UNIT,
2,NU0125028,116,11,,Reimbursement/Claim,179.70,1,14.38,3103-321
5,NU0125028,116,11,FV,44.46
5,NU0125028,116,11,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,11,QTY,1
5,NU0125028,116,11,RATE,179.7
5,NU0125028,116,11,UNIT,Unit
2,NU0125028,116,12,,Admin Fee,17.97,1,1.44,3103-321
5,NU0125028,116,12,FV,4.45
5,NU0125028,116,12,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,12,QTY,1
5,NU0125028,116,12,RATE,17.97
5,NU0125028,116,12,UNIT,Unit
2,NU0125028,116,13,S,Che Ismail Bin Ibrahim (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,13,FV,0.00
5,NU0125028,116,13,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,13,QTY,0
5,NU0125028,116,13,RATE,0
5,NU0125028,116,13,UNIT,
2,NU0125028,116,14,,Reimbursement/Claim,179.70,1,14.38,3103-321
5,NU0125028,116,14,FV,44.46
5,NU0125028,116,14,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,14,QTY,1
5,NU0125028,116,14,RATE,179.7
5,NU0125028,116,14,UNIT,Unit
2,NU0125028,116,15,,Admin Fee,17.97,1,1.44,3103-321
5,NU0125028,116,15,FV,4.45
5,NU0125028,116,15,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,15,QTY,1
5,NU0125028,116,15,RATE,17.97
5,NU0125028,116,15,UNIT,Unit
2,NU0125028,116,16,S,Susan Binti Alipara (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,16,FV,0.00
5,NU0125028,116,16,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,16,QTY,0
5,NU0125028,116,16,RATE,0
5,NU0125028,116,16,UNIT,
2,NU0125028,116,17,,Reimbursement/Claim,179.70,1,14.38,3103-321
5,NU0125028,116,17,FV,44.46
5,NU0125028,116,17,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,17,QTY,1
5,NU0125028,116,17,RATE,179.7
5,NU0125028,116,17,UNIT,Unit
2,NU0125028,116,18,,Admin Fee,17.97,1,1.44,3103-321
5,NU0125028,116,18,FV,4.45
5,NU0125028,116,18,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,18,QTY,1
5,NU0125028,116,18,RATE,17.97
5,NU0125028,116,18,UNIT,Unit
2,NU0125028,116,19,S,Chin Mei Fah (Beauty Advisor),0.00,2,0.00,9999
5,NU0125028,116,19,FV,0.00
5,NU0125028,116,19,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,19,QTY,0
5,NU0125028,116,19,RATE,0
5,NU0125028,116,19,UNIT,
2,NU0125028,116,20,,Reimbursement/Claim,265.70,1,21.26,3103-321
5,NU0125028,116,20,FV,65.74
5,NU0125028,116,20,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,20,QTY,1
5,NU0125028,116,20,RATE,265.7
5,NU0125028,116,20,UNIT,Unit
2,NU0125028,116,21,,Admin Fee,26.57,1,2.13,3103-321
5,NU0125028,116,21,FV,6.57
5,NU0125028,116,21,PERIOD,1 Jan 2025-31 Jan 2025
5,NU0125028,116,21,QTY,1
5,NU0125028,116,21,RATE,26.57
5,NU0125028,116,21,UNIT,Unit
3,NU0125028,116,1,20250221,1560.96
4,NU0125028,116,BRANCH,
4,NU0125028,116,CONV,4.0415
4,NU0125028,116,FC,MYR
1,FA0125027,117,300034652,543775,,,1,,,AP-MONTH=01,20250128,2025,01,0,20250227,1,0,SST,1,304.70,28278.30,
2,FA0125027,117,1,S,Clitus Sebastian A/L Mekial Dass (Senior Field Application ),0.00,2,0.00,9999
5,FA0125027,117,1,FV,0.00
5,FA0125027,117,1,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,1,QTY,0
5,FA0125027,117,1,RATE,0
5,FA0125027,117,1,UNIT,
2,FA0125027,117,2,,Normal,21282.00,2,0.00,3103-301
5,FA0125027,117,2,FV,5354.64
5,FA0125027,117,2,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,2,QTY,1
5,FA0125027,117,2,RATE,21282
5,FA0125027,117,2,UNIT,Month
2,FA0125027,117,3,,EPF,2554.00,2,0.00,3103-301
5,FA0125027,117,3,FV,642.60
5,FA0125027,117,3,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,3,QTY,1
5,FA0125027,117,3,RATE,2554
5,FA0125027,117,3,UNIT,Unit
2,FA0125027,117,4,,SOCSO,104.15,2,0.00,3103-301
5,FA0125027,117,4,FV,26.20
5,FA0125027,117,4,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,4,QTY,1
5,FA0125027,117,4,RATE,104.15
5,FA0125027,117,4,UNIT,Unit
2,FA0125027,117,5,,EIS,11.90,2,0.00,3103-301
5,FA0125027,117,5,FV,2.99
5,FA0125027,117,5,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,5,QTY,1
5,FA0125027,117,5,RATE,11.9
5,FA0125027,117,5,UNIT,Unit
2,FA0125027,117,6,,Admin Fee,3648.73,1,291.90,3103-301
5,FA0125027,117,6,FV,918.03
5,FA0125027,117,6,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,6,QTY,1
5,FA0125027,117,6,RATE,3648.73
5,FA0125027,117,6,UNIT,Unit
2,FA0125027,117,7,,Med Benefit Reimburse,160.00,1,12.80,3103-301
5,FA0125027,117,7,FV,40.26
5,FA0125027,117,7,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,7,QTY,1
5,FA0125027,117,7,RATE,160
5,FA0125027,117,7,UNIT,Unit
2,FA0125027,117,8,,HRDF,212.82,2,0.00,3103-301
5,FA0125027,117,8,FV,53.55
5,FA0125027,117,8,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125027,117,8,QTY,1
5,FA0125027,117,8,RATE,212.82
5,FA0125027,117,8,UNIT,Unit
3,FA0125027,117,1,20250227,28278.30
4,FA0125027,117,BRANCH,
4,FA0125027,117,CONV,3.9745
4,FA0125027,117,FC,MYR
1,FA0125041,118,300035519,543777,,,1,,,AP-MONTH=01,20250128,2025,01,0,20250227,1,0,SST,1,249.07,31855.37,
2,FA0125041,118,1,S,Balvin Manpreet Kaur A/P Balakrishnan (Communications and Liaiso),0.00,2,0.00,9999
5,FA0125041,118,1,FV,0.00
5,FA0125041,118,1,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,1,QTY,0
5,FA0125041,118,1,RATE,0
5,FA0125041,118,1,UNIT,
2,FA0125041,118,2,,Normal,8750.00,2,0.00,3103-301
5,FA0125041,118,2,FV,8750.00
5,FA0125041,118,2,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,2,QTY,1
5,FA0125041,118,2,RATE,8750
5,FA0125041,118,2,UNIT,Month
2,FA0125041,118,3,,EPF,1056.00,2,0.00,3103-301
5,FA0125041,118,3,FV,1056.00
5,FA0125041,118,3,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,3,QTY,1
5,FA0125041,118,3,RATE,1056
5,FA0125041,118,3,UNIT,Unit
2,FA0125041,118,4,,SOCSO,104.15,2,0.00,3103-301
5,FA0125041,118,4,FV,104.15
5,FA0125041,118,4,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,4,QTY,1
5,FA0125041,118,4,RATE,104.15
5,FA0125041,118,4,UNIT,Unit
2,FA0125041,118,5,,EIS,11.90,2,0.00,3103-301
5,FA0125041,118,5,FV,11.90
5,FA0125041,118,5,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,5,QTY,1
5,FA0125041,118,5,RATE,11.9
5,FA0125041,118,5,UNIT,Unit
2,FA0125041,118,6,,Admin Fee,1012.96,1,81.04,3103-301
5,FA0125041,118,6,FV,1012.96
5,FA0125041,118,6,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,6,QTY,1
5,FA0125041,118,6,RATE,1012.96
5,FA0125041,118,6,UNIT,Unit
2,FA0125041,118,7,,Med Benefit Reimburse,120.00,1,9.60,3103-301
5,FA0125041,118,7,FV,120.00
5,FA0125041,118,7,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,7,QTY,1
5,FA0125041,118,7,RATE,120
5,FA0125041,118,7,UNIT,Unit
2,FA0125041,118,8,,HRDF,87.50,2,0.00,3103-301
5,FA0125041,118,8,FV,87.50
5,FA0125041,118,8,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,8,QTY,1
5,FA0125041,118,8,RATE,87.5
5,FA0125041,118,8,UNIT,Unit
2,FA0125041,118,9,S,Tan Jae Han (Senior Fundraising Office),0.00,2,0.00,9999
5,FA0125041,118,9,FV,0.00
5,FA0125041,118,9,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,9,QTY,0
5,FA0125041,118,9,RATE,0
5,FA0125041,118,9,UNIT,
2,FA0125041,118,10,,Normal,10230.00,2,0.00,3102-301
5,FA0125041,118,10,FV,10230.00
5,FA0125041,118,10,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,10,QTY,1
5,FA0125041,118,10,RATE,10230
5,FA0125041,118,10,UNIT,Month
2,FA0125041,118,11,,EPF,1236.00,2,0.00,3102-301
5,FA0125041,118,11,FV,1236.00
5,FA0125041,118,11,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,11,QTY,1
5,FA0125041,118,11,RATE,1236
5,FA0125041,118,11,UNIT,Unit
2,FA0125041,118,12,,SOCSO,104.15,2,0.00,3102-301
5,FA0125041,118,12,FV,104.15
5,FA0125041,118,12,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,12,QTY,1
5,FA0125041,118,12,RATE,104.15
5,FA0125041,118,12,UNIT,Unit
2,FA0125041,118,13,,EIS,11.90,2,0.00,3102-301
5,FA0125041,118,13,FV,11.90
5,FA0125041,118,13,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,13,QTY,1
5,FA0125041,118,13,RATE,11.9
5,FA0125041,118,13,UNIT,Unit
2,FA0125041,118,14,,Admin Fee,1180.44,1,94.44,3102-301
5,FA0125041,118,14,FV,1180.44
5,FA0125041,118,14,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,14,QTY,1
5,FA0125041,118,14,RATE,1180.44
5,FA0125041,118,14,UNIT,Unit
2,FA0125041,118,15,,Med Benefit Reimburse,120.00,1,9.60,3102-301
5,FA0125041,118,15,FV,120.00
5,FA0125041,118,15,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,15,QTY,1
5,FA0125041,118,15,RATE,120
5,FA0125041,118,15,UNIT,Unit
2,FA0125041,118,16,,HRDF,102.30,2,0.00,3102-301
5,FA0125041,118,16,FV,102.30
5,FA0125041,118,16,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,16,QTY,1
5,FA0125041,118,16,RATE,102.3
5,FA0125041,118,16,UNIT,Unit
2,FA0125041,118,17,S,Annie Varghese (Senior Fundraising Office),0.00,2,0.00,9999
5,FA0125041,118,17,FV,0.00
5,FA0125041,118,17,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,17,QTY,0
5,FA0125041,118,17,RATE,0
5,FA0125041,118,17,UNIT,
2,FA0125041,118,18,,Normal,5904.00,2,0.00,3103-301
5,FA0125041,118,18,FV,5904.00
5,FA0125041,118,18,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,18,QTY,1
5,FA0125041,118,18,RATE,5904
5,FA0125041,118,18,UNIT,Month
2,FA0125041,118,19,,EPF,720.00,2,0.00,3103-301
5,FA0125041,118,19,FV,720.00
5,FA0125041,118,19,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,19,QTY,1
5,FA0125041,118,19,RATE,720
5,FA0125041,118,19,UNIT,Unit
2,FA0125041,118,20,,SOCSO,104.15,2,0.00,3103-301
5,FA0125041,118,20,FV,104.15
5,FA0125041,118,20,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,20,QTY,1
5,FA0125041,118,20,RATE,104.15
5,FA0125041,118,20,UNIT,Unit
2,FA0125041,118,21,,EIS,11.90,2,0.00,3103-301
5,FA0125041,118,21,FV,11.90
5,FA0125041,118,21,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,21,QTY,1
5,FA0125041,118,21,RATE,11.9
5,FA0125041,118,21,UNIT,Unit
2,FA0125041,118,22,,Admin Fee,679.91,1,54.39,3103-301
5,FA0125041,118,22,FV,679.91
5,FA0125041,118,22,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,22,QTY,1
5,FA0125041,118,22,RATE,679.91
5,FA0125041,118,22,UNIT,Unit
2,FA0125041,118,23,,HRDF,59.04,2,0.00,3103-301
5,FA0125041,118,23,FV,59.04
5,FA0125041,118,23,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,118,23,QTY,1
5,FA0125041,118,23,RATE,59.04
5,FA0125041,118,23,UNIT,Unit
3,FA0125041,118,1,20250227,31855.37
4,FA0125041,118,BRANCH,
4,FA0125041,118,CONV,1
4,FA0125041,118,FC,MYR
1,FA0125041,119,300035519,543778,,,1,,,AP-MONTH=01,20250128,2025,01,0,20250227,1,0,SST,1,29.95,404.41,
2,FA0125041,119,1,S,Tan Jae Han (Senior Fundraising Office),0.00,2,0.00,9999
5,FA0125041,119,1,FV,0.00
5,FA0125041,119,1,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,119,1,QTY,0
5,FA0125041,119,1,RATE,0
5,FA0125041,119,1,UNIT,
2,FA0125041,119,2,,Reimbursement/Claim,276.50,1,22.12,3102-301
5,FA0125041,119,2,FV,276.50
5,FA0125041,119,2,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,119,2,QTY,1
5,FA0125041,119,2,RATE,276.5
5,FA0125041,119,2,UNIT,Unit
2,FA0125041,119,3,,Reimbursement/Claim,63.92,1,5.11,3102-301
5,FA0125041,119,3,FV,63.92
5,FA0125041,119,3,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,119,3,QTY,1
5,FA0125041,119,3,RATE,63.92
5,FA0125041,119,3,UNIT,Unit
2,FA0125041,119,4,,Admin Fee,34.04,1,2.72,3102-301
5,FA0125041,119,4,FV,34.04
5,FA0125041,119,4,PERIOD,1 Jan 2025-31 Jan 2025
5,FA0125041,119,4,QTY,1
5,FA0125041,119,4,RATE,34.04
5,FA0125041,119,4,UNIT,Unit
3,FA0125041,119,1,20250227,404.41
4,FA0125041,119,BRANCH,
4,FA0125041,119,CONV,1
4,FA0125041,119,FC,MYR
1,NU0125030,120,300035481,543779,,,1,,,AP-MONTH=01,20250121,2025,01,0,20250220,1,0,SST,1,100.00,1350.00,1010015071/MY300538
2,NU0125030,120,1,S,Nur Wahida Binti Ahmad Razali (Part Time Receptionist),0.00,2,0.00,9999
5,NU0125030,120,1,FV,0.00
5,NU0125030,120,1,PERIOD,20 Jan 2025-24 Jan 2025
5,NU0125030,120,1,QTY,0
5,NU0125030,120,1,RATE,0
5,NU0125030,120,1,UNIT,
2,NU0125030,120,2,,Normal,1250.00,1,100.00,3101-321
5,NU0125030,120,2,FV,1250.00
5,NU0125030,120,2,PERIOD,20 Jan 2025-24 Jan 2025
5,NU0125030,120,2,QTY,5
5,NU0125030,120,2,RATE,250
5,NU0125030,120,2,UNIT,Day
3,NU0125030,120,1,20250220,1350.00
4,NU0125030,120,BRANCH,
4,NU0125030,120,CONV,1
4,NU0125030,120,FC,MYR
