RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
2,NU0819006,23,1276,"EPF /TS# /Job#200156302",234.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1277,"EPF /TS# /Job#200156303",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1278,"EPF /TS# /Job#200156305",227.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1279,"EPF /TS# /Job#200156308",260.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1280,"EPF /TS# /Job#200156393",216.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1281,"EPF /TS# /Job#200156392",211.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1282,"EPF /TS# /Job#200156689",211.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1283,"EPF /TS# /Job#200156787",237.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1284,"EPF /TS# /Job#200157422",351.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1285,"EPF /TS# /Job#200157419",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1286,"EPF /TS# /Job#200157420",216.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1287,"EPF /TS# /Job#200157426",333.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1288,"EPF /TS# /Job#200157423",234.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1289,"EPF /TS# /Job#200157421",221.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1290,"EPF /TS# /Job#200157416",208.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1291,"EPF /TS# /Job#200157424",255.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1292,"EPF /TS# /Job#200157417",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1293,"EPF /TS# /Job#200157752",224.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1294,"EPF /TS# /Job#200157745",333.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1295,"EPF /TS# /Job#200157748",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1296,"EPF /TS# /Job#200157746",344.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1297,"EPF /TS# /Job#200157743",351.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1298,"EPF /TS# /Job#200157740",258.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1299,"EPF /TS# /Job#200157427",232.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1300,"EPF /TS# /Job#200157739",289.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1301,"EPF /TS# /Job#200157105",403.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1302,"EPF /TS# /Job#200157107",351.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1303,"EPF /TS# /Job#200157118",354.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1304,"EPF /TS# /Job#200157121",362.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1305,"EPF /TS# /Job#200157122",370.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1306,"EPF /TS# /Job#200157124",338.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1307,"EPF /TS# /Job#200157126",305.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1308,"EPF /TS# /Job#200157130",419.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1309,"EPF /TS# /Job#200157131",323.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1310,"EPF /TS# /Job#200157132",312.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1311,"EPF /TS# /Job#200157134",370.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1312,"EPF /TS# /Job#200158208",284.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1313,"EPF /TS# /Job#200158197",263.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1314,"EPF /TS# /Job#200158195",240.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1315,"EPF /TS# /Job#200158204",234.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1316,"EPF /TS# /Job#200158198",260.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1317,"EPF /TS# /Job#200158193",242.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1318,"EPF /TS# /Job#200158196",260.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1319,"EPF /TS# /Job#200157113",461.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1320,"EPF /TS# /Job#200158592",328.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1321,"EPF /TS# /Job#200158573",234.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1322,"EPF /TS# /Job#200158587",328.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1323,"EPF /TS# /Job#200158560",224.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1324,"EPF /TS# /Job#200158561",237.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1325,"EPF /TS# /Job#200158633",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1326,"EPF /TS# /Job#200158537",206.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1327,"EPF /TS# /Job#200159013",276.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1328,"EPF /TS# /Job#200158572",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1329,"EPF /TS# /Job#200158571",252.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1330,"EPF /TS# /Job#200158580",276.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1331,"EPF /TS# /Job#200158634",247.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1332,"EPF /TS# /Job#200158631",216.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1333,"EPF /TS# /Job#200158556",208.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1334,"EPF /TS# /Job#200158551",224.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1335,"EPF /TS# /Job#200158565",240.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1336,"EPF /TS# /Job#200158545",206.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1337,"EPF /TS# /Job#200158544",208.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1338,"EPF /TS# /Job#200158542",52.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1339,"EPF /TS# /Job#200158539",211.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1340,"EPF /TS# /Job#200158552",229.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1341,"EPF /TS# /Job#200158543",195.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1342,"EPF /TS# /Job#200158547",224.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1343,"EPF /TS# /Job#200158540",201.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1344,"EPF /TS# /Job#200158559",224.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1345,"EPF /TS# /Job#200158574",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1346,"EPF /TS# /Job#200158570",253.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1347,"EPF /TS# /Job#200158582",279.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1348,"EPF /TS# /Job#200158578",268.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1349,"EPF /TS# /Job#200158546",216.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1350,"EPF /TS# /Job#200158541",208.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1351,"EPF /TS# /Job#200158593",344.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1352,"EPF /TS# /Job#200158555",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1353,"EPF /TS# /Job#200158553",229.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1354,"EPF /TS# /Job#200158708",208.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1355,"EPF /TS# /Job#200158585",312.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1356,"EPF /TS# /Job#200158595",328.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1357,"EPF /TS# /Job#200158754",221.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1358,"EPF /TS# /Job#200158584",305.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1359,"EPF /TS# /Job#200158581",279.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1360,"EPF /TS# /Job#200158755",242.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1361,"EPF /TS# /Job#200158707",307.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1362,"EPF /TS# /Job#200158753",167.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1363,"EPF /TS# /Job#200158709",203.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1364,"EPF /TS# /Job#200157687",474.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1365,"EPF /TS# /Job#200158960",328.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1366,"EPF /TS# /Job#200159164",318.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1367,"EPF /TS# /Job#200158961",328.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1368,"EPF /TS# /Job#200159345",190.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1369,"EPF /TS# /Job#200159344",195.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1370,"EPF /TS# /Job#200159234",195.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1371,"EPF /TS# /Job#200159337",260.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1372,"EPF /TS# /Job#200159337",86.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1373,"EPF /TS# /Job#200159620",221.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1374,"EPF /TS# /Job#200159620",24.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1375,"EPF /TS# /Job#200159338",247.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1376,"EPF /TS# /Job#200159338",26.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1377,"EPF /TS# /Job#200159694",247.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1378,"EPF /TS# /Job#200159694",26.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1379,"EPF /TS# /Job#200159695",195.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1380,"EPF /TS# /Job#200159695",21.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1381,"EPF /TS# /Job#200159619",299.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1382,"EPF /TS# /Job#200159619",32.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1383,"EPF /TS# /Job#200159731",138.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1384,"EPF /TS# /Job#200159732",172.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1385,"EPF /TS# /Job#200155963",130.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1386,"EPF /TS# /Job#200156756",141.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1387,"EPF /TS# /Job#200157418",219.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1388,"EPF /TS# /Job#200155637",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1389,"EPF /TS# /Job#200153226",182.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1390,"EPF /TS# /Job#200153224",237.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1391,"EPF /TS# /Job#200158583",276.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1392,"EPF /TS# /Job#200158594",333.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1393,"EPF /TS# /Job#200156785",357.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1394,"EPF /TS# /Job#200155514",227.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1395,"Night Shift Allowance /TS# /Job#200151851",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1396,"Night Shift Allowance /TS# /Job#200158946",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1397,"Night Shift Allowance /TS# /Job#200153982",28.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1398,"Night Shift Allowance /TS# /Job#200155062",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1399,"Night Shift Allowance /TS# /Job#200157749",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1400,"Night Shift Allowance /TS# /Job#200153951",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1401,"Night Shift Allowance /TS# /Job#200151852",14.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1402,"Night Shift Allowance /TS# /Job#200154675",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1403,"Night Shift Allowance /TS# /Job#200153981",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1404,"Night Shift Allowance /TS# /Job#200152434",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1405,"Night Shift Allowance /TS# /Job#200151119",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1406,"Night Shift Allowance /TS# /Job#200151855",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1407,"Night Shift Allowance /TS# /Job#200151850",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1408,"Night Shift Allowance /TS# /Job#200151854",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1409,"Night Shift Allowance /TS# /Job#200152425",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1410,"Night Shift Allowance /TS# /Job#200152436",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1411,"Night Shift Allowance /TS# /Job#200152433",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1412,"Night Shift Allowance /TS# /Job#200153235",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1413,"Night Shift Allowance /TS# /Job#200153212",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1414,"Night Shift Allowance /TS# /Job#200153228",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1415,"Night Shift Allowance /TS# /Job#200153213",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1416,"Night Shift Allowance /TS# /Job#200153229",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1417,"Night Shift Allowance /TS# /Job#200153223",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1418,"Night Shift Allowance /TS# /Job#200153234",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1419,"Night Shift Allowance /TS# /Job#200153230",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1420,"Night Shift Allowance /TS# /Job#200153984",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1421,"Night Shift Allowance /TS# /Job#200153986",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1422,"Night Shift Allowance /TS# /Job#200153980",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1423,"Night Shift Allowance /TS# /Job#200157682",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1424,"Night Shift Allowance /TS# /Job#200153964",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1425,"Night Shift Allowance /TS# /Job#200153959",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1426,"Night Shift Allowance /TS# /Job#200153976",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1427,"Night Shift Allowance /TS# /Job#200153952",168.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1428,"Night Shift Allowance /TS# /Job#200153963",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1429,"Night Shift Allowance /TS# /Job#200157684",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1430,"Night Shift Allowance /TS# /Job#200153954",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1431,"Night Shift Allowance /TS# /Job#200153958",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1432,"Night Shift Allowance /TS# /Job#200153979",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1433,"Night Shift Allowance /TS# /Job#200157681",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1434,"Night Shift Allowance /TS# /Job#200153970",168.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1435,"Night Shift Allowance /TS# /Job#200153961",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1436,"Night Shift Allowance /TS# /Job#200153955",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1437,"Night Shift Allowance /TS# /Job#200153960",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1438,"Night Shift Allowance /TS# /Job#200153983",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1439,"Night Shift Allowance /TS# /Job#200153972",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1440,"Night Shift Allowance /TS# /Job#200153957",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1441,"Night Shift Allowance /TS# /Job#200153953",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1442,"Night Shift Allowance /TS# /Job#200153966",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1443,"Night Shift Allowance /TS# /Job#200154676",196.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1444,"Night Shift Allowance /TS# /Job#200154465",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1445,"Night Shift Allowance /TS# /Job#200154476",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1446,"Night Shift Allowance /TS# /Job#200154467",168.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1447,"Night Shift Allowance /TS# /Job#200154473",196.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1448,"Night Shift Allowance /TS# /Job#200154679",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1449,"Night Shift Allowance /TS# /Job#200154682",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1450,"Night Shift Allowance /TS# /Job#200154472",168.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1451,"Night Shift Allowance /TS# /Job#200154468",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1452,"Night Shift Allowance /TS# /Job#200154681",196.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1453,"Night Shift Allowance /TS# /Job#200154687",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1454,"Night Shift Allowance /TS# /Job#200154686",154.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1455,"Night Shift Allowance /TS# /Job#200155241",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1456,"Night Shift Allowance /TS# /Job#200155251",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1457,"Night Shift Allowance /TS# /Job#200155068",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1458,"Night Shift Allowance /TS# /Job#200154684",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1459,"Night Shift Allowance /TS# /Job#200155248",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1460,"Night Shift Allowance /TS# /Job#200155249",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1461,"Night Shift Allowance /TS# /Job#200155278",140.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,1462,"Night Shift Allowance /TS# /Job#200155243",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
